GVKEY,datadate,fyear,indfmt,consol,popsrc,datafmt,curcd,act,aqc,at,capx,ceq,ebit,ebitda,epsfi,epsfx,epspi,epspx,fincf,ivncf,lct,lo,lt,ni,oancf,revt,seq,teq,xrd,costat
35712,2020-12-31,2020,INDL,C,D,STD,USD,25.8780,0.0000,27.3760,0.3070,21.5500,-14.2850,-14.1830,-0.3100,-0.3100,-0.3100,-0.3100,31.6110,-0.3070,3.6140,0.0000,5.8260,-21.8220,-14.7090,0.0430,21.5500,21.5500,13.3530,A
35712,2021-12-31,2021,INDL,C,D,STD,USD,102.6460,0.0000,105.7610,0.9390,95.8170,-58.0280,-57.7990,-0.3000,-0.3000,-0.3000,-0.3000,120.6760,-1.8160,7.0000,0.0000,9.9430,-58.3650,-47.9410,0.0000,95.8180,95.8180,35.1080,A
35712,2022-12-31,2022,INDL,C,D,STD,USD,98.4920,0.0000,108.6320,4.4570,84.0510,-84.8680,-84.3880,-0.3800,-0.3800,-0.3800,-0.3800,59.4750,-16.9670,18.4600,0.2440,24.5800,-81.3510,-60.0790,0.0000,84.0520,84.0520,49.7570,A
35714,2020-12-31,2020,INDL,C,D,STD,USD,308.3210,0.0000,451.6770,16.3570,245.5610,-132.7600,-128.0250,-3.8400,-3.8400,-3.8400,-3.8400,322.3220,-100.1230,102.3370,2.4710,206.1160,-194.5920,-95.7410,0.0240,245.5610,245.5610,103.1790,A
35714,2021-12-31,2021,INDL,C,D,STD,USD,1273.0070,-0.6200,1474.4530,46.8110,826.7380,-237.5120,-230.3110,-5.7700,-5.7700,-5.7700,-5.7700,756.1410,-294.1440,213.4350,296.4630,647.7150,-370.6380,-66.2680,51.8440,826.7380,826.7380,387.0870,A
35714,2022-12-31,2022,INDL,C,D,STD,USD,1092.8960,0.0000,1341.7140,48.9510,733.4740,-338.4790,-324.3820,-4.1300,-4.1300,-4.1300,-4.1300,111.5900,-461.3360,223.5950,214.8660,608.2400,-289.0880,22.5270,60.9200,733.4740,733.4740,311.5940,A
35727,2020-12-31,2020,INDL,C,D,STD,USD,113.5350,0.0000,114.7240,0.6350,109.5440,-33.8330,-33.4790,-1.4400,-1.4400,-1.4400,-1.4400,-0.0240,-7.9810,5.1800,0.0000,5.1800,-33.3390,-26.7700,0.0000,109.5440,109.5440,21.3760,A
35727,2021-12-31,2021,INDL,C,D,STD,USD,124.5410,0.0000,126.3360,1.1660,117.9560,-46.3130,-45.5800,-1.8000,-1.8000,-1.8000,-1.8000,48.9030,5.9990,8.3800,0.0000,8.3800,-46.2890,-34.1090,0.0000,117.9560,117.9560,32.4940,A
35727,2022-12-31,2022,INDL,C,D,STD,USD,108.8340,0.0000,116.9680,2.4530,104.5200,-54.1390,-52.9610,-1.8100,-1.8100,-1.8100,-1.8100,32.9820,-27.2170,9.4890,0.0000,12.4480,-52.9750,-46.3800,0.0000,104.5200,104.5200,39.3000,A
35728,2020-12-31,2020,INDL,C,D,STD,USD,291.3680,0.0000,295.1110,1.0400,194.2710,-125.6650,-125.3420,-3.8800,-3.8800,-3.8800,-3.8800,114.4590,-1.0400,55.5240,4.1250,100.8400,-129.0680,-69.6880,0.0000,194.2710,194.2710,98.1480,A
35728,2021-12-31,2021,INDL,C,D,STD,USD,186.5260,0.0000,189.4310,0.3280,72.1560,-135.0800,-134.5590,-3.8900,-3.8900,-3.8900,-3.8900,44.7080,-0.3280,18.9210,7.5000,117.2750,-143.8830,-148.6170,0.0000,72.1560,72.1560,72.3380,A
35728,2022-12-31,2022,INDL,C,D,STD,USD,160.5120,0.0000,164.8100,1.0410,-74.8140,-172.4400,-171.8200,-5.0500,-5.0500,-5.0500,-5.0500,120.0420,-1.0410,26.2370,7.5000,239.6240,-197.7230,-146.5300,0.0000,-74.8140,-74.8140,71.4410,A
35729,2020-12-31,2020,INDL,C,D,STD,USD,282.6560,0.0000,288.3310,1.0000,256.3870,-56.6640,-55.2210,-2.1200,-2.1200,-2.1200,-2.1200,278.9830,-1.0000,16.7440,15.2000,31.9440,-56.6930,-50.9090,13.6120,256.3870,256.3870,53.0380,A
35729,2021-12-31,2021,INDL,C,D,STD,USD,256.2800,0.0000,353.4870,9.1100,319.1070,-71.3330,-69.8100,-2.5700,-2.5700,-2.5700,-2.5700,118.0890,-172.6800,16.3380,2.8250,34.3800,-71.3170,-69.1340,18.0380,319.1070,319.1070,61.3600,A
35729,2022-12-31,2022,INDL,C,D,STD,USD,220.5110,0.0000,261.8460,11.5360,231.3370,-110.0320,-107.6290,-3.3200,-3.3200,-3.3200,-3.3200,3.0850,-17.0500,15.7310,1.3090,30.5090,-107.4940,-86.6850,3.1290,231.3370,231.3370,80.2530,A
35730,2020-12-31,2020,INDL,C,D,STD,USD,31.3710,10.6450,157.9610,5.8360,59.4810,-29.8970,-13.8650,-1.6500,-1.6500,-1.6500,-1.6500,2.6930,-19.3810,45.9070,1.2440,93.1790,-35.8320,-0.1280,137.1880,59.4810,64.7820,0.0000,A
35730,2021-12-31,2021,INDL,C,D,STD,USD,17.9000,1.1450,90.8220,5.2310,-24.6630,-54.1020,-38.4960,-4.2000,-4.2000,-4.2000,-4.2000,-7.1210,-1.8140,85.2680,0.0000,120.1690,-92.3460,8.0430,101.6300,-24.6630,-29.3470,0.0000,A
35730,2022-12-31,2022,INDL,C,D,STD,USD,11.2510,0.0930,79.2170,0.2320,-16.4790,-3.0830,5.8320,-0.4000,-0.4000,-0.4000,-0.4000,6.6040,0.4510,78.8490,0.0000,97.4680,-11.0550,-10.8920,97.1540,-16.4790,-18.2510,0.0000,A
35731,2020-12-31,2020,INDL,C,D,STD,USD,281.7450,0.9740,315.0200,5.6080,-214.2650,-274.7780,-272.3350,-2.3600,-2.3600,-2.3600,-2.3600,4.0410,115.7940,516.3830,0.6150,529.1330,-266.7140,-48.9310,481.9870,-214.2650,-214.1130,64.6080,A
35731,2021-12-31,2021,INDL,C,D,STD,USD,357.2910,-6.8030,414.6560,9.9930,-127.0490,-139.5490,-136.2320,-1.2900,-1.1600,-1.2900,-1.1600,280.7930,7.4100,477.6070,0.3800,529.6360,-156.7370,-211.9530,632.1680,-127.0490,-127.3520,95.6130,A
35731,2022-12-31,2022,INDL,C,D,STD,USD,271.1220,0.0000,330.0130,9.9540,-222.5680,-112.3190,-106.2230,-0.8500,-0.8500,-0.8500,-0.8500,26.7720,18.2430,460.8580,1.2810,544.1990,-105.4100,-87.4450,726.8460,-222.5680,-223.5470,116.5390,A
35733,2020-12-31,2020,INDL,C,D,STD,USD,80.7170,0.0660,88.0320,0.3330,57.9470,-39.2490,-38.3980,-1.0500,-1.0500,-1.0500,-1.0500,-4.9970,-9.7830,26.9540,0.0000,28.8450,-42.6420,-2.6060,58.8520,57.9470,59.1870,5.8180,A
35733,2021-12-31,2021,INDL,C,D,STD,USD,69.6600,0.0000,78.9830,0.2750,47.1320,-14.8140,-14.3950,-0.3400,-0.3400,-0.3400,-0.3400,-0.0040,-24.8720,30.5210,0.0000,30.6130,-14.1000,30.6910,49.8680,47.1320,48.3700,7.4800,A
35733,2022-12-31,2022,INDL,C,D,STD,USD,57.9120,0.2470,82.8410,0.1540,49.0210,-6.4570,-6.1780,0.0800,0.0800,0.0800,0.0800,0.7430,6.2790,30.4880,0.0890,32.7650,3.1810,-0.7230,46.7580,49.0210,50.0760,7.9810,A
35737,2021-12-31,2021,INDL,C,D,STD,USD,86.2010,0.0000,94.0800,1.1020,74.0610,-8.9890,-8.7020,-0.2400,-0.2400,-0.2400,-0.2400,36.0860,-6.4140,19.4820,0.0000,20.0190,-6.7470,-31.2130,3.9120,74.0610,74.0610,,A
35737,2022-12-31,2022,INDL,C,D,STD,USD,50.1390,0.0000,58.0460,1.5140,45.4360,-24.0680,-23.6810,-2.5800,-2.5800,-2.5800,-2.5800,0.2960,-3.7780,12.6100,0.0000,12.6100,-23.7390,1.6010,2.4150,45.4360,45.4360,,A
35743,2020-12-31,2020,INDL,C,D,STD,USD,239.7340,2.4500,254.6060,1.0810,200.6680,-5.0740,-3.8430,-0.2600,-0.2600,-0.2600,-0.2600,172.2700,-3.8950,45.7270,4.9600,53.9380,-7.6540,5.1550,62.9170,200.6680,200.6680,13.0000,A
35743,2021-12-31,2021,INDL,C,D,STD,USD,251.4890,0.0000,268.1230,1.1450,190.6560,-12.2490,-10.2300,-0.4100,-0.4100,-0.4100,-0.4100,0.4220,-1.1450,69.1730,4.9120,77.4670,-13.6010,-3.2540,104.2420,190.6560,190.6560,20.3630,A
35743,2022-12-31,2022,INDL,C,D,STD,USD,263.5850,1.0710,283.6690,1.0810,192.2110,-6.8260,-4.4930,0.2100,0.2100,0.2100,0.2100,1.5790,-2.1520,84.3620,4.1280,91.4580,7.0180,2.2880,142.9120,192.2110,192.2110,24.7780,A
35748,2020-09-30,2020,INDL,C,D,STD,USD,29.8950,0.0000,125.2810,14.6040,-295.1250,-29.5880,9.1480,-4.7600,-4.7600,-4.7600,-4.7600,-19.8690,-20.4210,288.8910,31.2280,418.9890,-225.8410,8.0760,177.8870,-295.1250,-293.7080,3.6720,A
35748,2021-09-30,2021,INDL,C,D,STD,USD,27.4150,0.0000,58.6000,0.0010,-387.0910,-23.5010,-11.2020,-1.8100,-1.8100,-1.8100,-1.8100,15.7660,-1.0060,364.2990,0.0000,444.2020,-88.3230,-17.0170,160.7960,-387.0910,-385.6020,1.2050,A
35748,2022-09-30,2022,INDL,C,D,STD,USD,10.0020,1.3780,13.4290,0.0000,-80.5230,-17.3800,-13.5290,1.6900,1.6900,1.6900,1.6900,4.1200,-1.6120,93.9520,0.0000,93.9520,115.2650,-5.5650,91.6940,-80.5230,-80.5230,0.3930,A
35759,2020-12-31,2020,INDL,C,D,STD,USD,,0.0000,3666.5670,1.8610,363.9170,71.1250,75.2980,1.3400,1.3400,1.3400,1.3400,377.6750,-380.4500,,49.4940,3302.6500,36.8450,31.2550,158.5210,363.9170,363.9170,,A
35759,2021-12-31,2021,INDL,C,D,STD,USD,,4.7710,4314.2540,1.0280,411.8810,98.7670,102.8950,2.0200,2.0200,2.0200,2.0200,403.3260,-349.6090,,25.9020,3902.3730,56.2710,43.1000,166.2330,411.8810,411.8810,,A
35759,2022-12-31,2022,INDL,C,D,STD,USD,,0.0000,4286.7340,1.0470,373.6320,106.9990,110.9150,1.9500,1.9500,1.9500,1.9500,-32.5720,-335.1230,,45.8220,3913.1020,56.4560,72.5860,187.6300,373.6320,373.6320,,A
35759,2023-12-31,2023,INDL,C,D,STD,USD,,,5073.1700,,489.4960,129.2720,129.2720,2.0700,2.0700,2.0800,2.0800,,,,34.9090,4583.6740,65.8420,,264.9700,489.4960,489.4960,,A
35761,2020-12-31,2020,INDL,C,D,STD,USD,0.2710,0.0000,130.9520,0.0000,126.8310,-0.6610,-0.6610,-0.1100,-0.1100,-0.1100,-0.1100,0.0000,0.4200,0.1710,3.9500,4.1210,-1.8740,-0.6110,0.0000,126.8310,126.8310,,A
35761,2021-12-31,2021,INDL,C,D,STD,USD,0.3580,0.0000,91.2070,0.0000,79.6310,-2.6990,-2.6990,-0.3500,-0.3500,-0.3500,-0.3500,-38.5230,39.8610,2.4180,9.1580,11.5760,-5.7020,-1.3340,0.0000,79.6310,79.6310,,A
35761,2022-12-31,2022,INDL,C,D,STD,USD,30.4270,,32.7120,2.4700,-6.4070,-28.0050,-27.5560,0.1300,0.1300,0.1400,0.1400,27.0650,-2.4700,9.8180,0.4380,39.1190,5.0700,-28.0880,47.3630,-6.4070,-6.4070,14.9880,A
35762,2020-12-31,2020,INDL,C,D,STD,USD,528.8070,1.3170,615.9590,1.5590,219.6450,-34.3930,-33.8180,-0.4200,-0.4200,-0.4200,-0.4200,-7.0840,0.8900,389.2360,3.6290,392.8850,-33.5200,-49.4530,373.0010,219.6450,223.0740,45.8630,A
35762,2021-12-31,2021,INDL,C,D,STD,USD,256.1700,0.0000,301.1430,1.9620,49.3130,-150.6980,-149.4870,-2.2800,-2.2800,-2.2800,-2.2800,-48.3480,-6.8830,248.8400,4.4980,253.3380,-184.3650,-9.5430,148.3500,49.3130,47.8050,26.3730,A
35762,2022-12-31,2022,INDL,C,D,STD,USD,124.5290,0.0940,156.1040,0.0280,14.5160,-36.1590,-35.7610,-6.3800,-6.3800,-6.3800,-6.3800,-8.5040,-23.0920,137.6970,4.4610,142.2730,-35.3820,-18.4110,35.6590,14.5160,13.8310,9.5650,A
35768,2020-12-31,2020,INDL,C,D,STD,USD,77.9290,0.0000,84.0980,0.4570,6.1180,-70.5530,-70.1850,-2.9800,-2.9800,-2.9800,-2.9800,20.5060,36.5470,13.9680,0.0740,77.9800,-74.2180,-59.5370,0.0000,6.1180,6.1180,54.8450,A
35768,2021-12-31,2021,INDL,C,D,STD,USD,77.3920,0.0000,83.3110,0.2830,-58.0040,-73.3680,-72.5900,-3.1200,-3.1200,-3.1200,-3.1200,66.7070,5.2380,12.9350,0.0000,141.3150,-80.5340,-67.9580,0.0000,-58.0040,-58.0040,52.4170,A
35768,2022-12-31,2022,INDL,C,D,STD,USD,38.5350,0.0000,44.0360,0.0250,-109.1810,-51.2260,-51.1120,-2.3000,-2.3000,-2.3000,-2.3000,3.8890,23.9940,13.3790,0.0000,153.2170,-62.2220,-43.4260,0.0000,-109.1810,-109.1810,31.0120,A
35776,2020-12-31,2020,INDL,C,D,STD,USD,210.2020,0.0000,211.0740,0.1260,202.9610,-49.3550,-49.2950,-3.0800,-3.0800,-3.0800,-3.0800,157.9240,-106.8320,8.1130,0.0000,8.1130,-49.4990,-46.2440,0.0000,202.9610,202.9610,36.1990,A
35776,2021-12-31,2021,INDL,C,D,STD,USD,161.9820,0.0000,162.4220,0.0630,125.9570,-89.7430,-89.6640,-4.4800,-4.4800,-4.4800,-4.4800,23.8710,7.1590,19.5370,0.0300,36.4650,-90.1220,-76.7810,0.0000,125.9570,125.9570,70.3300,A
35776,2022-12-31,2022,INDL,C,D,STD,USD,196.0800,0.0000,196.8240,0.0070,151.8320,-102.2490,-102.1840,-2.9300,-2.9300,-2.9300,-2.9300,117.8310,-33.9430,24.6140,0.5010,44.9920,-102.0260,-81.0900,0.0000,151.8320,151.8320,80.7960,A
35779,2020-12-31,2020,INDL,C,D,STD,USD,83.2250,0.0000,86.4580,0.1670,49.0260,-25.2750,-24.7500,-2.2300,-2.2300,-2.2300,-2.2300,44.4090,9.1220,6.6050,0.0000,37.4320,-28.7940,-24.4560,18.2130,49.0260,49.0260,4.2550,A
35779,2021-12-31,2021,INDL,C,D,STD,USD,59.0550,0.0000,62.5440,0.6270,20.0980,-28.7510,-28.2160,-2.3000,-2.3000,-2.3000,-2.3000,0.5850,-0.6270,10.5750,0.3800,42.4460,-33.2760,-30.4320,29.4630,20.0980,20.0980,6.7430,A
35779,2022-12-31,2022,INDL,C,D,STD,USD,62.4470,0.0000,67.8550,0.8720,14.3050,-39.0070,-37.8200,-2.7200,-2.7200,-2.7200,-2.7200,40.8520,-1.8720,12.4030,0.0000,53.5500,-44.2960,-40.7480,41.4180,14.3050,14.3050,8.9370,A
35780,2020-12-31,2020,INDL,C,D,STD,USD,116.9780,0.0000,180.9650,11.9210,79.1720,-16.2450,-3.6750,-1.2300,-1.2300,-1.2300,-1.2300,17.8900,-19.4680,68.8490,10.7880,101.6780,-25.6960,10.2000,154.7490,79.1720,79.2870,18.0020,A
35780,2021-12-31,2021,INDL,C,D,STD,USD,58.5460,0.0000,103.1490,3.3150,31.0600,-46.2940,-26.7720,-2.3400,-2.3400,-2.3400,-2.3400,-3.6430,-6.0960,44.9200,9.1300,71.8690,-53.1750,-24.7240,216.0040,31.0600,31.2800,21.9470,A
35780,2022-12-31,2022,INDL,C,D,STD,USD,63.9450,0.0000,99.1920,0.3920,7.9200,-43.0040,-31.9130,-1.2700,-1.5500,-1.2700,-1.5500,49.5010,-0.7830,26.3610,8.0430,91.2720,-34.0300,-28.3090,50.7360,7.9200,7.9200,18.6900,A
35781,2020-12-31,2020,INDL,C,D,STD,USD,,0.0000,2102.8740,0.7260,219.5890,123.6040,124.8230,-1.5500,-1.5500,-1.5500,-1.5500,-149.8900,87.7390,,0.0000,1793.2850,17.7770,54.8920,173.6420,309.5890,309.5890,,A
35781,2021-12-31,2021,INDL,C,D,STD,USD,,10.7550,2812.4780,0.1350,341.1090,145.7880,146.9070,0.8600,0.8600,0.9000,0.9000,626.1720,-656.4830,,0.0000,2467.9880,29.2240,57.6220,190.1560,341.1090,344.4900,,A
35781,2022-12-31,2022,INDL,C,D,STD,USD,,0.0000,3748.9750,0.3260,376.8110,201.7470,202.5430,0.9400,0.9400,0.9900,0.9900,874.0160,-908.2380,,0.0000,3368.4750,32.2110,48.6740,262.5680,376.8110,380.5000,,A
35789,2023-06-30,2023,INDL,C,D,STD,USD,6.5060,0.0000,6.5060,0.0000,6.4670,-2.6360,-2.6360,-0.0800,-0.0800,-0.0800,-0.0800,3.7800,0.0000,0.0390,0.0000,0.0390,-2.6400,-2.1080,3.4560,6.4670,6.4670,0.0300,A
35793,2020-12-31,2020,INDL,C,D,STD,USD,,0.0000,261.5900,0.0000,126.7590,2.3230,,0.1100,0.1100,0.1300,0.1300,94.0330,-113.8750,,5.4140,112.4970,0.9850,9.3940,19.2480,126.7590,149.0930,0.0000,A
35793,2021-12-31,2021,INDL,C,D,STD,USD,,0.0000,505.5140,0.0000,196.5230,5.4890,,0.8900,0.8900,1.0200,1.0200,186.3950,-195.9920,,8.9830,277.6120,9.9640,17.2000,30.1280,196.5230,227.9020,0.0000,A
35793,2022-12-31,2022,INDL,C,D,STD,USD,,0.0000,573.4310,0.0000,261.6180,10.4200,,2.1700,2.1700,2.4800,2.4800,17.6730,-38.7780,,7.6570,278.0560,29.7200,24.6520,45.2030,261.6180,295.3750,0.0000,A
35793,2023-12-31,2023,INDL,C,D,STD,USD,,0.0000,564.5600,0.0000,250.7430,4.0740,,0.1900,0.1900,0.2100,0.2100,-11.3760,-13.5810,,9.3370,288.9470,2.9170,25.6440,45.9330,250.7430,275.6130,0.0000,A
35794,2020-12-31,2020,INDL,C,D,STD,USD,113.1800,0.0000,136.0110,6.0980,109.8800,-7.6540,-1.2520,-0.5800,-0.5800,-0.5800,-0.5800,1.2960,-7.7930,19.1450,0.0000,26.1310,-9.3720,16.6040,116.1560,109.8800,109.8800,31.6520,A
35794,2021-12-31,2021,INDL,C,D,STD,USD,625.9430,0.0000,678.2090,30.8780,632.4970,32.8430,40.7690,1.5300,1.5300,1.7000,1.7000,460.6460,-33.7880,37.3850,1.9290,45.7120,32.2770,59.0780,218.8080,632.4970,632.4970,52.1040,A
35794,2022-12-31,2022,INDL,C,D,STD,USD,669.0670,0.0000,750.6160,31.7930,708.4800,16.1420,27.9850,1.0300,1.0300,1.0900,1.0900,-4.5220,-560.0880,33.7940,0.1930,42.1360,23.2540,39.7520,283.6050,708.4800,708.4800,90.2880,A
35794,2023-12-31,2023,INDL,C,D,STD,USD,623.2420,,951.6830,,708.0520,-99.4720,,-3.6300,-3.6300,-3.6300,-3.6300,,,121.3940,,,-80.5350,,143.9930,708.0520,708.0520,97.5890,A
35796,2020-12-31,2020,INDL,C,D,STD,USD,36.7170,,68.7330,0.6390,-14.7990,-55.8070,-53.2530,-3.9300,-3.9300,-3.9300,-3.9300,57.2990,-0.6390,18.1290,56.6410,83.5320,-76.1000,-44.0580,0.4930,-14.7990,-14.7990,9.0870,A
35796,2021-12-31,2021,INDL,C,D,STD,USD,23.4940,,53.2770,0.2030,13.2260,-52.3760,-49.5600,-0.2900,-0.2900,-0.2900,-0.2900,35.0130,-0.1940,15.6460,18.0960,40.0510,-19.7690,-49.2700,1.0800,13.2260,13.2260,3.1250,A
35796,2022-12-31,2022,INDL,C,D,STD,USD,6.3470,,10.0320,0.0200,-24.2420,-35.7430,-33.5810,-177.3000,-177.3000,-177.3000,-177.3000,17.1810,-0.0200,21.4600,11.2950,34.2740,-58.7950,-27.7930,1.2690,-24.2420,-24.2420,3.8870,A
35808,2020-12-31,2020,INDL,C,D,STD,USD,727.9270,0.0000,803.9900,17.2010,662.5180,-269.8870,-260.1060,-1.2500,-1.2500,-1.2500,-1.2500,436.5940,-17.2010,115.0210,1.7570,141.4720,-273.0350,-233.1590,0.2380,662.5180,662.5180,158.7570,A
35808,2021-12-31,2021,INDL,C,D,STD,USD,678.5920,0.0000,1068.8340,4.6350,894.2640,-319.5350,-308.1350,-1.4300,-1.4300,-1.4300,-1.4300,489.3570,-387.5190,131.5230,3.0820,174.5700,-352.8990,-230.7630,3.2920,894.2640,894.2640,149.3770,A
35808,2022-12-31,2022,INDL,C,D,STD,USD,1001.6140,0.0000,1139.9380,16.4890,480.2230,-499.9840,-488.8860,-1.8900,-1.8900,-1.8900,-1.8900,459.0030,-286.1650,184.0530,3.2970,659.7150,-500.1520,-380.2410,2.3120,480.2230,480.2230,314.1740,A
35810,2021-12-31,2021,INDL,C,D,STD,USD,139.3050,0.0000,162.5680,0.0000,62.2850,8.2490,10.7610,0.5800,0.5800,0.5800,0.5800,14.4630,-0.6390,85.4630,2.2120,87.7230,6.2660,-5.7560,98.8400,62.2850,74.8450,5.5270,A
35810,2022-12-31,2022,INDL,C,D,STD,USD,132.3640,0.0000,155.1150,0.0000,71.1950,5.9580,8.3940,0.3000,0.3000,0.3000,0.3000,-4.2840,0.0340,66.2090,1.8130,70.1970,3.5600,7.3130,90.8310,71.1950,84.9180,5.7870,A
35814,2020-12-31,2020,INDL,C,D,STD,USD,60.6670,,70.3630,1.0090,57.4690,-30.2580,-28.0780,-1.3000,-1.3000,-1.3000,-1.3000,0.1340,-10.8570,7.1610,0.7010,12.8940,-30.0860,-24.4470,0.0000,57.4690,57.4690,20.9350,A
35814,2021-12-31,2021,INDL,C,D,STD,USD,66.6380,0.0000,77.9900,3.6820,47.5350,-35.4620,-32.8970,-1.3900,-1.3900,-1.3900,-1.3900,37.2800,16.1730,11.0430,0.2150,30.4550,-36.2260,-27.5730,0.0000,47.5350,47.5350,22.6760,A
35814,2022-12-31,2022,INDL,C,D,STD,USD,36.8810,0.0000,45.5310,0.1120,21.0390,-27.0050,-24.4850,-0.9500,-0.9500,-0.9500,-0.9500,0.2920,-2.1070,7.9390,2.1640,24.4920,-28.3170,-29.0920,0.0000,21.0390,21.0390,16.2440,A
35824,2022-12-31,2022,INDL,C,D,STD,USD,97.9740,-12.7160,431.7520,14.6320,95.8630,-4.5790,8.5520,-0.6700,-0.6700,-0.6700,-0.6700,-48.1330,-4.3370,54.8630,0.0000,311.4250,-424.7800,50.6070,219.2940,95.8630,120.3270,,A
35831,2020-12-31,2020,INDL,C,D,STD,USD,3.2390,0.0000,7.5910,0.3750,0.4490,-14.1700,-13.6990,-1.1200,-1.1200,-1.1200,-1.1200,9.2710,-0.3780,6.6230,0.3100,7.0920,-12.2460,-8.9730,3.1210,0.4490,0.4990,1.7610,A
35831,2021-12-31,2021,INDL,C,D,STD,USD,3.7070,-0.0060,10.6240,0.6130,-0.7080,-16.6940,-16.0790,-1.3700,-1.3700,-1.3700,-1.3700,13.1320,-0.6190,9.9030,0.1740,10.4170,-18.6850,-11.2880,2.8310,-0.7080,0.2070,2.5510,A
35831,2022-12-31,2022,INDL,C,D,STD,USD,1.9860,0.0000,5.8670,0.2110,-1.9830,-12.1990,-11.5170,-7.7300,-7.7300,-7.7300,-7.7300,7.1730,-0.2310,6.1300,0.1550,7.2300,-14.7730,-7.9830,1.7460,-1.9830,-1.3630,1.3820,A
35832,2020-12-31,2020,INDL,C,D,STD,USD,64.5880,0.0000,73.7320,1.3300,42.0460,-13.8910,-12.9490,-0.2400,-0.2400,-0.2400,-0.2400,6.4940,-10.0740,24.0490,1.2950,25.3880,-13.3330,-23.0830,28.4050,42.0460,42.2560,16.0160,A
35832,2021-12-31,2021,INDL,C,D,STD,USD,75.1130,0.0000,84.2880,2.4630,52.3580,-50.2030,-48.9790,-0.8800,-0.8800,-0.8800,-0.8800,42.0230,-5.2580,21.4800,1.2030,25.4050,-49.4240,-19.1470,10.7060,52.3580,52.5860,21.5900,A
35832,2022-12-31,2022,INDL,C,D,STD,USD,56.1320,0.0000,76.9690,1.7640,18.0160,-44.0680,-42.7750,-0.8300,-0.8300,-0.8300,-0.8300,15.4760,8.1770,40.9360,1.4210,53.0930,-47.5880,-25.1490,7.3100,18.0160,18.0770,19.5850,A
35835,2021-09-30,2021,INDL,C,D,STD,USD,40.3650,0.0000,75.3530,3.4920,54.8590,2.3880,3.5890,0.0900,0.0900,0.0900,0.0900,23.9930,-24.2000,18.1750,0.4040,18.6850,3.1530,0.3450,57.1000,54.8590,56.6680,0.0080,A
35835,2022-09-30,2022,INDL,C,D,STD,USD,30.0340,0.0000,64.5270,3.2320,53.0520,2.1020,3.3270,0.0300,0.0300,0.0300,0.0300,-5.9380,-3.2590,9.1810,0.3100,9.5640,1.0770,12.6550,64.8550,53.0520,54.9630,1.2240,A
35836,2020-12-31,2020,INDL,C,D,STD,USD,813.1220,0.0000,963.7850,1.2190,856.2580,23.6730,25.8490,1.2600,1.2600,1.2600,1.2600,523.5220,-30.7220,87.6660,19.0180,107.5270,71.6570,65.9720,234.7410,856.2580,856.2580,149.8360,A
35836,2021-12-31,2021,INDL,C,D,STD,USD,752.7400,0.0000,881.7430,4.7120,717.7680,-315.1100,-312.8190,-4.8300,-4.8300,-4.8300,-4.8300,93.4960,-114.4770,98.2310,52.8690,163.9750,-367.0320,-153.1850,13.8570,717.7680,717.7680,190.9440,A
35836,2022-12-31,2022,INDL,C,D,STD,USD,525.7920,0.0000,590.6280,6.6450,421.8980,-285.5470,-281.7600,-4.4000,-4.4000,-4.4000,-4.4000,6.1410,66.4590,109.9240,54.1560,168.7300,-363.5280,-159.8920,-32.1240,421.8980,421.8980,131.1990,A
35837,2020-12-31,2020,INDL,C,D,STD,USD,153.2620,0.0000,157.7010,0.3310,65.8200,-38.6320,-36.8290,-0.2100,-0.2100,-0.2100,-0.2100,-17.0330,-7.5440,90.1540,1.2210,91.8810,-32.7300,6.4360,68.1230,65.8200,65.8200,21.3090,A
35837,2021-12-31,2021,INDL,C,D,STD,USD,830.1510,0.0000,886.6330,5.9360,544.4690,287.9830,289.7160,1.8300,1.8300,1.8700,1.8700,142.6000,0.8050,328.2380,11.3610,342.1640,314.8850,226.5050,785.0100,544.4690,544.4690,52.3970,A
35837,2022-12-31,2022,INDL,C,D,STD,USD,561.1480,0.0000,692.1730,13.7920,614.1250,64.3570,97.1850,0.4100,0.4100,0.4100,0.4100,-52.9940,-4.3960,75.9890,0.6040,78.0480,70.5150,-245.9990,634.8850,614.1250,614.1250,79.2560,A
35850,2020-12-31,2020,INDL,C,D,STD,USD,115.4040,,160.5250,0.2910,44.2320,-29.3600,-24.5560,-2.3300,-2.3300,-2.3300,-2.3300,49.6730,-2.3920,32.5150,3.8370,116.7640,-81.7060,-28.6500,78.0140,44.2320,43.7610,7.7540,A
35850,2021-12-31,2021,INDL,C,D,STD,USD,106.9940,,153.8670,0.5120,40.9430,-17.5420,-12.6880,-0.4200,-0.4200,-0.4200,-0.4200,16.8190,-0.5520,31.2150,3.6850,112.2710,-23.0130,-19.7710,105.6220,40.9430,41.5960,8.2580,A
35850,2022-12-31,2022,INDL,C,D,STD,USD,84.0080,0.0000,125.3780,0.3360,8.0930,-33.3320,-28.8690,-0.6600,-0.6600,-0.6600,-0.6600,8.0090,-0.3360,39.5950,2.8210,116.6400,-43.7000,-26.9800,99.4970,8.0930,8.7380,10.9530,A
35852,2020-12-31,2020,INDL,C,D,STD,USD,363.2510,769.3370,1813.4720,39.7550,354.8870,90.0180,172.4630,-3.0800,-3.0800,-3.0800,-3.0800,643.1530,-815.7030,422.0530,334.0060,1532.6270,-161.6320,195.6340,1056.3890,354.8890,280.8450,,A
