GVKEY,datadate,fyear,indfmt,consol,popsrc,datafmt,curcd,act,aqc,at,capx,ceq,ebit,ebitda,epsfi,epsfx,epspi,epspx,fincf,ivncf,lct,lo,lt,ni,oancf,revt,seq,teq,xrd,costat
35543,2020-12-31,2020,INDL,C,D,STD,USD,657.0120,0.0000,2647.4390,26.8750,1015.7240,110.7550,188.6510,-0.0400,-0.0400,-0.0400,-0.0400,-68.8490,-26.3340,434.0230,8.4740,1631.7150,-8.0760,127.3920,3032.6100,1015.7240,1015.7240,,A
35543,2021-12-31,2021,INDL,C,D,STD,USD,710.2560,85.9090,2790.9180,25.6320,1175.8860,190.8410,259.3520,0.7700,0.7700,0.7800,0.7800,-76.8700,-111.5410,459.6950,20.9450,1615.0320,139.8980,208.5690,3438.6400,1175.8860,1175.8860,,A
35543,2022-12-31,2022,INDL,C,D,STD,USD,994.3390,87.3640,3112.9360,35.3580,1386.1030,240.2310,305.3740,0.8300,0.8300,0.8300,0.8300,15.2680,-108.0520,565.3510,9.6830,1726.8330,150.5560,267.5470,3944.7350,1386.1030,1386.1030,,A
35544,2020-12-31,2020,INDL,C,D,STD,USD,289.5910,0.0000,295.7610,0.4630,253.9630,72.8410,73.2570,1.7800,1.7800,2.0800,2.0800,-12.4420,-43.3050,35.0300,4.8980,40.2860,75.0300,79.2250,206.1070,253.9630,255.4750,9.4670,A
35544,2021-12-31,2021,INDL,C,D,STD,USD,470.1140,0.0000,478.5410,0.9390,415.8020,166.6770,167.1940,1.9200,1.9200,2.0300,2.0300,-15.0220,-160.1060,51.8500,7.5820,62.7390,164.9710,174.8850,357.5650,415.8020,415.8020,9.5320,A
35544,2022-12-31,2022,INDL,C,D,STD,USD,629.3710,0.0000,644.4090,1.5750,554.6180,197.8540,198.5340,1.8900,1.8900,1.9600,1.9600,-41.0850,-109.4740,82.0200,4.2620,89.7910,161.5200,181.5780,454.2710,554.6180,554.6180,12.4250,A
35544,2023-12-31,2023,INDL,C,D,STD,USD,845.3300,0.0000,863.2860,0.7050,787.3720,195.6600,196.2830,2.3000,2.3000,2.3700,2.3700,5.5040,-136.0640,64.1360,5.1650,75.9140,197.9190,176.8260,492.0480,787.3720,787.3720,13.4100,A
35552,2020-12-31,2020,INDL,C,D,STD,USD,51.9690,0.0000,61.9000,0.3560,33.4050,-19.9900,-16.3810,-1.5700,-1.6000,-1.5700,-1.6000,9.1620,-5.5070,25.6620,1.8870,28.4950,-45.0590,-5.1730,3.2110,33.4050,33.4050,,A
35552,2021-12-31,2021,INDL,C,D,STD,USD,94.2610,0.0000,105.8040,0.1920,98.6470,-15.7720,-12.4620,1.6100,-0.3900,1.6100,-0.3900,-3.4210,105.8580,5.2490,1.9080,7.1570,62.8660,-10.0790,4.9560,98.6470,98.6470,,A
35552,2022-12-31,2022,INDL,C,D,STD,USD,82.3770,0.0000,97.7300,0.0440,87.9040,-10.4920,-8.4270,-0.2800,-0.2800,-0.2800,-0.2800,-0.6110,-70.1350,3.2990,0.0000,9.8260,-10.8240,-10.9340,6.3530,87.9040,87.9040,,A
35583,2020-12-31,2020,INDL,C,D,STD,USD,15.2000,0.0000,146.3510,0.4090,-11.0080,-1.5020,3.3050,-4.0700,-4.0700,-4.0700,-4.0700,12.1400,-0.4090,77.7420,6.5370,133.1010,-26.7530,-9.6430,39.2610,13.2500,13.2500,,A
35583,2021-12-31,2021,INDL,C,D,STD,USD,21.6410,0.0000,148.2100,1.4030,-16.5710,3.5100,8.2830,-1.2200,-1.2200,-1.2200,-1.2200,0.2670,-1.2570,13.9830,7.2830,137.7710,-6.0820,2.9400,55.4930,10.4390,10.4390,,A
35583,2022-12-31,2022,INDL,C,D,STD,USD,26.2550,0.0000,96.7050,0.0760,46.9760,-1.3810,-0.7150,2.0600,-0.9800,2.0600,-0.9800,-70.2090,77.1910,11.0980,0.0510,23.3900,30.9140,2.1980,38.5950,73.3150,73.3150,,A
35600,2020-12-31,2020,INDL,C,D,STD,USD,513.3980,0.0000,576.1910,0.6420,557.0580,-46.3240,-45.9750,-1.0500,-1.0500,-1.0500,-1.0500,270.4850,-418.8320,17.6100,0.1640,19.1330,-45.5740,-32.1910,35.0000,557.0580,557.0580,51.8590,A
35600,2021-12-31,2021,INDL,C,D,STD,USD,382.9100,0.0000,452.4940,2.0160,422.3960,-173.4680,-172.9780,-3.5900,-3.5900,-3.5900,-3.5900,1.1570,83.5920,29.9690,0.0000,30.0980,-173.9100,-127.8770,0.0000,422.3960,422.3960,101.6760,A
35600,2022-12-31,2022,INDL,C,D,STD,USD,599.7600,0.0000,630.2420,10.1960,558.1920,-280.6740,-279.9090,-5.2100,-5.2100,-5.2100,-5.2100,340.7020,-215.5970,51.0490,16.2330,72.0500,-277.4170,-161.5630,0.0000,558.1920,558.1920,146.1220,A
35602,2020-12-31,2020,INDL,C,D,STD,USD,580.7760,0.0000,884.7890,97.1410,308.0430,-178.3730,-121.9830,-0.7200,-0.7200,-0.7100,-0.7100,178.9750,-97.1410,186.5410,43.4000,650.6510,-78.3660,-83.5680,656.7800,308.0700,234.1380,,A
35602,2021-12-31,2021,INDL,C,D,STD,USD,467.7400,0.0000,794.5580,106.5670,171.4710,-254.0050,-183.8920,-0.8700,-0.8700,-0.8700,-0.8700,155.7170,-106.5670,178.2400,0.3470,928.9120,-102.4420,-141.5190,637.6110,171.4980,-134.3540,,A
35602,2022-12-31,2022,INDL,C,D,STD,USD,297.4190,0.0000,597.0630,51.9960,111.3710,-241.1560,-166.7610,-0.7100,-0.7100,-0.7100,-0.7100,103.4480,-51.9960,116.8000,0.0000,982.2610,-86.4040,-158.1740,470.7430,111.3980,-385.1980,,A
35604,2020-12-31,2020,INDL,C,D,STD,USD,1129.9540,13.9410,1380.6510,74.9620,816.9400,-100.4890,-51.5080,-0.4000,-0.4000,-0.4000,-0.4000,504.9120,-515.2730,141.3770,11.7500,563.7110,-119.3700,-17.1290,431.0590,816.9400,816.9400,127.1440,A
35604,2021-12-31,2021,INDL,C,D,STD,USD,1955.8560,5.6050,2372.0710,107.7380,811.3590,-127.3040,-62.0580,-0.8300,-0.8300,-0.8300,-0.8300,847.4860,-709.3220,288.5650,11.7940,1556.2730,-260.3090,64.6480,656.4260,815.7980,815.7980,189.4080,A
35604,2022-12-31,2022,INDL,C,D,STD,USD,1887.8840,88.1870,2587.9080,163.3640,623.9640,-197.2560,-97.2870,-0.5900,-0.5900,-0.5900,-0.5900,6.3470,-235.6960,397.8700,22.2580,1963.9440,-193.3810,123.5950,975.2410,623.9640,623.9640,298.3030,A
35604,2023-12-31,2023,INDL,C,D,STD,USD,1983.0770,6.0830,2759.7670,134.9420,763.0470,-185.4850,,-0.5500,-0.5500,-0.5500,-0.5500,-192.1850,-186.2010,567.0840,32.7840,1996.7200,-183.9490,254.4060,1296.7450,763.0470,763.0470,358.1430,A
35611,2020-12-31,2020,INDL,C,D,STD,USD,37.5590,0.0000,38.6620,1.1030,37.3400,-18.6940,,-0.9100,-0.9100,-0.9100,-0.9100,24.9950,-1.1030,1.3220,0.0000,1.3220,-18.5670,-16.6160,0.0000,37.3400,37.3400,10.6820,A
35611,2021-12-31,2021,INDL,C,D,STD,USD,38.8380,0.0000,40.6980,0.8690,38.7370,-31.7870,-31.6760,-1.2500,-1.2500,-1.2500,-1.2500,28.8860,-0.8690,1.9610,0.0000,1.9610,-31.0390,-29.5570,0.0880,38.7370,38.7370,21.3010,A
35611,2022-12-31,2022,INDL,C,D,STD,USD,19.0250,0.0000,24.1200,1.5510,22.8790,-31.7970,-31.4090,-1.0600,-1.0600,-1.0600,-1.0600,11.7510,-1.5510,1.1310,0.0000,1.2410,-31.7700,-27.3420,0.4960,22.8790,22.8790,18.4960,A
35612,2020-12-31,2020,INDL,C,D,STD,CAD,1028.2000,3941.2000,15730.0000,428.3000,5679.3000,-209.5000,1035.0000,-2.8800,-2.8800,-2.8800,-2.8800,3338.3000,-4353.5000,1193.3000,2076.2000,10050.7000,-994.9000,502.2000,4196.2000,5679.3000,5679.3000,,A
35612,2021-12-31,2021,INDL,C,D,STD,CAD,1495.7000,2299.7000,18373.7000,647.2000,5776.1000,10.6000,1418.0000,-1.8300,-1.8300,-1.8300,-1.8300,1964.7000,-2687.2000,1522.4000,2118.6000,12597.6000,-606.8000,897.9000,5525.5000,5776.1000,5776.1000,,A
35612,2022-12-31,2022,INDL,C,D,STD,CAD,1383.1000,1270.6000,19767.6000,780.1000,6037.2000,127.9000,1667.5000,-1.0800,-0.7300,-1.0800,-0.7300,569.0000,-1734.2000,2692.1000,872.6000,13723.5000,-311.8000,1096.3000,6761.3000,6037.2000,6044.1000,,A
35613,2020-12-31,2020,INDL,C,D,STD,USD,11.2410,0.0000,15.5760,0.3570,12.3580,-7.2700,-6.5710,-0.9400,-0.9400,-0.9400,-0.9400,-1.1260,-0.3570,1.8280,0.3900,3.2180,-6.9520,-5.1860,1.9810,12.3580,12.3580,,A
35613,2021-12-31,2021,INDL,C,D,STD,USD,3.5330,0.0000,12.0900,2.7590,7.8200,-6.1010,-5.2900,-0.8200,-0.8200,-0.8200,-0.8200,0.0000,-2.7590,2.8340,0.4370,4.2700,-6.0830,-3.5490,2.4530,7.8200,7.8200,,A
35613,2022-12-31,2022,INDL,C,D,STD,USD,7.8680,0.0000,20.5740,5.4170,17.3240,-4.5990,-3.4590,-0.3500,-0.3500,-0.3500,-0.3500,12.9260,-5.4170,1.2170,1.9370,3.2500,-3.1230,-3.2080,4.0970,17.3240,17.3240,,A
35614,2020-09-30,2020,INDL,C,D,STD,USD,249.1480,0.0000,1687.4450,19.0120,957.7560,37.5680,67.6090,-0.5700,-0.5700,-0.5700,-0.5700,121.5530,-30.6750,200.7740,235.8320,729.6890,-20.6310,44.7890,329.6460,957.7560,957.7560,88.8990,A
35614,2021-09-30,2021,INDL,C,D,STD,USD,287.0480,0.0000,1705.7280,12.0470,1031.9450,65.6860,95.3470,1.1700,1.1700,1.2200,1.2200,-41.5050,-41.6310,165.3090,227.1970,673.7830,45.8930,74.3890,387.1820,1031.9450,1031.9450,112.0700,A
35614,2022-09-30,2022,INDL,C,D,STD,USD,227.5190,0.0000,1318.4930,17.4460,712.9500,38.3400,62.2790,-7.9300,-7.9300,-7.9300,-7.9300,-19.6060,-10.5650,147.0330,185.9230,605.5430,-310.8260,-2.1380,327.8910,712.9500,712.9500,107.1160,A
35614,2023-09-30,2023,INDL,C,D,STD,USD,225.7270,0.0000,1297.5900,5.1240,694.8750,-15.2820,0.7560,-1.4000,-1.4000,-1.4000,-1.4000,-5.3340,5.8200,148.0930,169.7540,602.7150,-56.2540,7.4980,294.4750,694.8750,694.8750,123.3330,A
35620,2020-12-31,2020,INDL,C,D,STD,USD,1718.0800,2.3630,1890.2850,25.8830,957.4320,-13.0730,2.3770,-0.0800,-0.0800,-0.0800,-0.0800,670.2760,-1152.6240,297.8440,7.7120,932.8530,-24.5470,109.0910,603.4660,957.4320,957.4320,210.6260,A
35620,2021-12-31,2021,INDL,C,D,STD,USD,1870.9480,226.5050,2380.7940,36.0250,1041.2030,-19.1560,3.7360,-0.0700,-0.0700,-0.0700,-0.0700,34.9400,-273.7400,528.6960,23.3070,1339.5910,-20.7450,286.5450,1028.7840,1041.2030,1041.2030,419.7690,A
35620,2022-12-31,2022,INDL,C,D,STD,USD,2344.2340,45.8780,3004.8520,64.8890,1410.5050,-58.6950,-24.1200,-0.1600,-0.1600,-0.1600,-0.1600,36.0230,-384.6700,759.7480,19.1700,1594.3470,-50.1600,418.4070,1675.1000,1410.5050,1410.5050,752.3510,A
35620,2023-12-31,2023,INDL,C,D,STD,USD,3178.1370,12.4980,3936.0720,62.4060,2025.3540,-33.4640,11.0010,0.1400,0.1400,0.1500,0.1500,58.2790,-731.3650,1003.0520,27.3030,1910.7180,48.5680,659.9540,2128.3590,2025.3540,2025.3540,962.4470,A
35627,2020-06-30,2020,INDL,C,D,STD,USD,2158.6000,45.0000,2981.8000,156.4000,1678.0000,-20.4000,19.8000,-0.2500,-0.2500,-0.2500,-0.2500,1240.1000,-741.3000,772.2000,23.4000,1303.8000,-71.6000,376.4000,1825.9000,1678.0000,1678.0000,89.0000,A
35627,2021-06-30,2021,INDL,C,D,STD,USD,2818.1000,556.4000,4485.6000,252.2000,1754.1000,-17.2000,46.6000,-0.6400,-0.6400,-0.6400,-0.6400,916.8000,-585.1000,1243.0000,38.3000,2731.5000,-189.0000,-239.7000,4021.8000,1754.1000,1754.1000,247.8000,A
35627,2022-06-30,2022,INDL,C,D,STD,USD,2634.6000,11.0000,4028.5000,337.3000,592.9000,-1457.0000,-1314.2000,-8.7700,-8.7700,-8.7700,-8.7700,2015.1000,153.3000,1105.5000,50.7000,3435.6000,-2827.7000,-2020.0000,3631.0000,592.9000,592.9000,359.5000,A
35627,2023-06-30,2023,INDL,C,D,STD,USD,1639.1000,0.0000,2769.1000,82.4000,-295.1000,-657.5000,-533.2000,-3.6400,-3.6400,-3.6400,-3.6400,76.8000,-70.0000,761.4000,30.1000,3064.2000,-1261.7000,-387.6000,2814.9000,-295.1000,-295.1000,318.4000,A
35632,2020-12-31,2020,INDL,C,D,STD,USD,33.5300,0.0000,33.6340,0.0230,27.1350,-20.9760,-20.9660,-0.8500,-0.8500,-0.8500,-0.8500,38.4400,4.4770,6.3530,0.0000,6.4990,-20.9130,-20.0340,1.8220,27.1350,27.1350,11.2160,A
35632,2021-12-31,2021,INDL,C,D,STD,USD,29.6000,0.0000,29.7170,0.0360,24.9070,-40.2440,-40.2220,-0.4900,-0.4900,-0.4900,-0.4900,32.9530,-0.0360,4.8100,0.0000,4.8100,-39.4740,-36.1480,0.4040,24.9070,24.9070,28.2310,A
35632,2022-12-31,2022,INDL,C,D,STD,USD,10.0830,0.0000,10.2710,0.0470,7.1940,-21.5340,-21.5040,-7.5100,-7.5100,-7.5100,-7.5100,1.1780,-0.0470,3.0770,0.0000,3.0770,-21.1020,-19.3350,6.9430,7.1940,7.1940,14.0430,A
35638,2020-12-31,2020,INDL,C,D,STD,USD,772.3650,,918.7610,6.5490,716.8520,-261.8540,-256.4120,-2.5100,-2.5100,-2.5100,-2.5100,529.4740,-9.8620,99.0640,32.3220,201.9090,-298.6650,-190.9410,76.3680,716.8520,716.8520,302.4110,A
35638,2021-12-31,2021,INDL,C,D,STD,USD,1562.8210,0.0000,1954.2680,21.8170,1431.8490,474.9010,480.7120,3.9600,3.9600,4.0700,4.0700,100.3310,-140.8140,341.2420,29.1770,522.4190,528.5840,-47.5890,1095.4150,1431.8490,1431.8490,448.0060,A
35638,2022-12-31,2022,INDL,C,D,STD,USD,2519.0770,,2802.0880,68.0280,2077.9630,840.0680,846.8510,3.8300,3.8300,3.8900,3.8900,34.7610,-1193.4610,511.0290,86.0060,724.1250,515.8370,1663.2530,1615.7970,2077.9630,2077.9630,474.6480,A
35639,2020-12-31,2020,INDL,C,D,STD,USD,373.2720,0.0000,408.6320,17.5020,381.8150,-83.2800,-82.2550,-2.6500,-2.6500,-2.6500,-2.6500,214.7810,57.7110,17.2400,0.0000,26.8170,-81.3550,-67.3030,0.0000,381.8150,381.8150,65.0300,A
35639,2021-12-31,2021,INDL,C,D,STD,USD,240.7470,0.0000,298.1270,13.2440,244.9080,-165.3230,-160.8390,-4.9300,-4.9300,-4.9300,-4.9300,2.4760,14.8180,27.7800,0.0000,53.2190,-165.1640,-124.3390,0.0000,244.9080,244.9080,127.0260,A
35639,2022-12-31,2022,INDL,C,D,STD,USD,438.4210,0.0000,513.4990,10.2060,287.2630,-227.9560,-221.8810,-5.3200,-5.3200,-5.3200,-5.3200,219.3820,-225.6440,44.6850,146.1950,226.2360,-221.1020,-5.8530,1.0690,287.2630,287.2630,179.2890,A
35640,2020-12-31,2020,INDL,C,D,STD,USD,774.3660,0.0000,929.3410,36.6660,739.0720,-82.7240,-70.4240,-5.3700,-5.3700,-5.3700,-5.3700,468.9060,-38.3940,118.1260,15.1010,190.2690,-542.7310,-217.8980,298.8450,739.0720,739.0720,570.9230,A
35640,2021-12-31,2021,INDL,C,D,STD,USD,747.5910,5.4510,1018.8260,101.2780,817.5680,-67.6130,-49.1130,-0.5300,-0.5300,-0.5300,-0.5300,35.2970,-106.7290,110.3570,14.0540,201.2580,-58.2230,-21.3730,490.4900,817.5680,817.5680,211.7520,A
35640,2022-12-31,2022,INDL,C,D,STD,USD,635.0350,4.0000,1028.9800,131.6610,805.7430,-163.7280,-138.3890,-1.4600,-1.4600,-1.4600,-1.4600,15.8170,-350.8870,130.9570,6.1410,223.2370,-166.0000,-33.6060,516.4090,805.7430,805.7430,265.6670,A
35640,2023-12-31,2023,INDL,C,D,STD,USD,596.0220,0.0000,965.1430,48.6010,741.0430,-192.3680,-159.4680,-2.1800,-2.1800,-2.1800,-2.1800,13.6690,133.4920,127.1620,13.0890,224.1000,-255.0990,-15.1970,618.7270,741.0430,741.0430,331.3120,A
35641,2020-12-31,2020,INDL,C,D,STD,USD,153.4360,0.0870,203.2900,1.2470,71.3170,-3.9440,-3.1660,-0.0500,-0.0500,-0.0500,-0.0500,58.2870,-4.7290,84.6900,0.6330,131.9730,-2.7830,20.9480,185.6750,71.3170,71.3170,7.4770,A
35641,2021-12-31,2021,INDL,C,D,STD,USD,223.6450,2.2500,292.4010,5.9910,56.6810,-18.0110,-16.8420,-0.3300,-0.3300,-0.3300,-0.3300,22.3370,-12.7400,192.4060,0.0350,235.5860,-16.9490,-27.6930,353.4110,56.6810,56.8150,18.9660,A
35641,2022-12-31,2022,INDL,C,D,STD,USD,108.8470,3.7640,157.9800,2.4390,49.4230,-6.3330,-3.6480,-0.0900,-0.0900,-0.0900,-0.0900,-14.6620,-8.1610,81.0570,0.0000,108.3910,-4.5220,-12.3340,167.8810,49.4230,49.5890,11.7310,A
35642,2020-12-31,2020,INDL,C,D,STD,USD,59.5990,33.1930,506.9760,7.2530,96.5790,20.6440,25.3050,0.5200,0.5200,0.5600,0.5600,-8.9470,-41.6160,89.0150,11.8970,405.8040,15.7440,50.2040,388.1880,96.5790,101.1720,0.0000,A
35642,2021-12-31,2021,INDL,C,D,STD,USD,75.8410,13.5500,530.2970,6.3030,110.1990,9.6180,14.3690,0.0900,0.0900,0.0900,0.0900,43.4900,-20.1200,71.6350,5.2930,416.0530,2.6960,-18.2230,439.6940,110.1990,114.2440,0.0000,A
35642,2022-12-31,2022,INDL,C,D,STD,USD,73.8220,10.1300,512.1190,14.1700,121.0120,21.7320,26.5880,0.2200,0.2200,0.2300,0.2300,12.0840,-24.2390,70.2470,6.2810,386.4620,6.6430,9.0440,473.2410,121.0120,125.6570,0.0000,A
35646,2020-12-31,2020,INDL,C,D,STD,USD,,0.0000,740.9050,1.7470,128.4680,8.4400,8.7130,0.1700,0.1700,0.1700,0.1700,-31.0280,-22.2530,,6.1730,612.4370,2.0680,5.8040,24.3820,128.4680,128.4680,,A
35646,2021-12-31,2021,INDL,C,D,STD,USD,,-19.3930,837.3620,1.4570,147.5760,12.4860,12.9030,0.5400,0.5400,0.5500,0.5500,-16.4250,35.9330,,7.2540,689.7860,7.5200,5.1750,27.6110,147.5760,147.5760,,A
35646,2022-12-31,2022,INDL,C,D,STD,USD,,0.0000,951.0990,0.2420,139.6590,13.4660,13.9510,0.5100,0.5100,0.5100,0.5100,111.6360,-210.7200,,7.7100,811.4400,6.8770,10.8560,31.4700,139.6590,139.6590,,A
35646,2023-12-31,2023,INDL,C,D,STD,USD,,,939.3240,,137.1730,4.9430,4.9430,0.0500,0.0500,0.0500,0.0500,,,,9.1140,802.1510,0.6430,,38.4190,137.1730,137.1730,,A
35647,2020-12-31,2020,INDL,C,D,STD,USD,225.0640,0.0000,264.7220,6.6710,192.4910,-27.5500,-26.4040,-0.8200,-0.8200,-0.8200,-0.8200,56.6880,10.4020,26.6340,0.0000,72.2310,-26.5110,-45.1880,36.9840,192.4910,192.4910,37.4150,A
35647,2021-12-31,2021,INDL,C,D,STD,USD,134.7480,0.0000,185.3580,2.9140,130.8240,-84.0310,-81.2560,-2.4700,-2.4700,-2.4700,-2.4700,1.3580,-66.1260,11.4290,0.0870,54.5340,-84.6860,-76.0590,14.0680,130.8240,130.8240,60.9230,A
35647,2022-12-31,2022,INDL,C,D,STD,USD,87.4930,0.0000,121.2380,0.0000,69.1950,-83.0020,-80.2360,-2.3300,-2.3300,-2.3300,-2.3300,-0.5770,31.1330,21.0260,0.0890,52.0430,-81.5800,-58.2370,0.0000,69.1950,69.1950,49.4180,A
35648,2020-12-31,2020,INDL,C,D,STD,USD,92.4170,0.0000,92.8050,0.0260,77.3950,-52.8120,-52.7830,-2.5300,-2.5300,-2.5300,-2.5300,0.1510,-0.0260,15.3310,0.0000,15.4100,-53.4790,-41.8020,0.0000,77.3950,77.3950,37.8790,A
35648,2021-12-31,2021,INDL,C,D,STD,USD,56.5840,0.0000,56.8230,0.0000,49.5070,-37.4460,-37.4330,-1.7400,-1.7400,-1.7400,-1.7400,1.7470,0.0000,7.3160,0.0000,7.3160,-37.1270,-37.6860,0.0000,49.5070,49.5070,23.8960,A
35648,2022-12-31,2022,INDL,C,D,STD,USD,30.1540,0.0000,30.1560,0.0000,25.6440,-37.3720,-37.3680,-3.4000,-3.4000,-3.4000,-3.4000,0.6830,0.0000,3.2010,0.0000,3.2010,-112.6620,-25.0110,0.0000,26.9550,26.9550,92.4220,A
35649,2020-12-31,2020,INDL,C,D,STD,USD,450.4500,0.0000,513.6920,0.8010,335.5050,-219.0470,-217.0750,-3.4500,-3.4500,-3.4500,-3.4500,494.9660,-2.8280,40.4360,100.5110,178.1870,-246.2900,-168.7290,0.0000,335.5050,335.5050,142.0320,A
35649,2021-12-31,2021,INDL,C,D,STD,USD,525.1820,0.0000,617.9720,3.4300,166.0880,-269.8200,-267.1900,-3.0000,-3.0000,-3.0000,-3.0000,267.3940,-6.6730,73.9350,65.1380,451.8840,-230.0260,-233.3780,33.9170,166.0880,166.0880,158.0020,A
35649,2022-12-31,2022,INDL,C,D,STD,USD,446.0150,0.0000,529.1680,0.5770,88.7270,-120.8260,-118.4980,-1.9900,-1.9900,-1.9900,-1.9900,-0.5930,-2.5080,98.9570,25.3270,440.4410,-155.8000,-136.7940,209.9080,88.7270,88.7270,187.8980,A
35653,2020-12-31,2020,INDL,C,D,STD,USD,2009.2530,73.0980,2794.8320,102.9960,1653.6040,-398.2170,-351.5160,0.0700,0.0700,0.0700,0.0700,1078.4890,-174.5980,730.4810,131.9080,1141.2280,18.3190,-16.2410,581.3880,1653.6040,1653.6040,777.5090,A
35653,2021-12-31,2021,INDL,C,D,STD,USD,17142.1140,23.6560,18004.7760,175.1480,13527.0110,16923.4060,17008.9330,45.0700,45.0700,47.9700,47.9700,107.1360,-643.8400,3959.7130,247.0270,4477.7650,11705.9250,1011.8790,21582.6890,13527.0110,13527.0110,1079.5500,A
35653,2022-12-31,2022,INDL,C,D,STD,USD,23428.9670,0.0000,24879.3570,388.2740,21434.2670,13483.7890,13615.5650,40.3700,40.3700,41.4500,41.4500,-1516.8660,-37.7270,3153.4310,96.7210,3445.0900,10082.9420,14510.7410,18500.5690,21434.2670,21434.2670,1642.6560,A
35664,2020-12-31,2020,INDL,C,D,STD,USD,16.8000,0.0000,16.8690,0.0000,15.6920,-6.5090,-6.5090,-0.5800,-0.5800,-0.5800,-0.5800,8.1820,0.0000,1.1770,0.0000,1.1770,-6.3050,-4.6620,0.0000,15.6920,15.6920,4.0650,A
35664,2021-12-31,2021,INDL,C,D,STD,USD,20.5220,0.0000,20.5220,0.0000,18.9410,-9.1270,-9.1270,-0.7300,-0.7300,-0.7300,-0.7300,10.8800,0.0000,1.5810,0.0000,1.5810,-9.1030,-7.3170,0.0000,18.9410,18.9410,6.4930,A
35664,2022-12-31,2022,INDL,C,D,STD,USD,13.1660,0.0000,13.2270,0.0000,10.0900,-10.5370,-10.5370,-0.8300,-0.8300,-0.8300,-0.8300,0.0330,-4.9190,3.1290,0.0000,3.1370,-10.5160,-7.2290,0.0000,10.0900,10.0900,7.5920,A
35666,2021-12-31,2021,INDL,C,D,STD,CAD,59.2660,33.8160,387.7830,0.0030,262.7680,-49.6250,-40.1070,-0.4300,-0.4300,-0.4300,-0.4300,76.0150,-33.9440,68.4480,20.7940,125.0150,-52.0470,-23.6790,167.3640,262.7680,262.7680,,A
35666,2022-12-31,2022,INDL,C,D,STD,CAD,47.8440,1.1890,341.4380,0.0110,254.6520,-47.7830,-31.0750,-0.5400,-0.5400,-0.5400,-0.5400,6.4980,4.3130,59.0400,1.4520,86.7860,-76.8310,-26.6400,202.8360,254.6520,254.6520,,A
35674,2021-12-31,2021,INDL,C,D,STD,USD,102.8720,0.9000,207.5990,4.1750,122.9000,23.1450,33.1690,1.0700,1.0700,1.0700,1.0700,10.6370,-13.2810,30.7640,3.8370,75.5740,20.7780,8.6790,364.2440,122.9000,132.0250,,A
35674,2022-12-31,2022,INDL,C,D,STD,USD,123.8000,0.0000,252.1750,2.6570,141.6820,30.0150,40.3930,1.1900,1.1900,1.1900,1.1900,-2.0710,-17.8450,39.2530,2.6520,100.2420,23.6480,29.4740,422.9570,141.6820,151.9330,,A
35675,2021-12-31,2021,INDL,C,D,STD,USD,34.3460,0.0000,58.6950,0.0750,53.8520,-7.4100,-6.4210,-0.3600,-0.3600,-0.3600,-0.3600,30.8370,-22.0950,1.7210,0.0000,1.7210,-8.4030,-5.2330,7.4090,53.8520,56.9740,2.1520,A
35675,2022-12-31,2022,INDL,C,D,STD,USD,44.6380,1.4860,107.0220,43.7140,28.6810,-16.1580,-13.9700,-0.9800,-0.9800,-0.9800,-0.9800,45.7600,-45.6090,26.0230,3.3590,33.6610,-22.6360,-9.5730,38.1260,28.6810,42.1330,1.0540,A
35684,2020-09-30,2020,INDL,C,D,STD,USD,290.2000,0.0000,653.5000,2.1000,-2182.6000,165.9000,191.0000,0.6000,0.6000,0.6000,0.6000,-52.6000,-2.1000,153.1000,18.8000,814.5000,23.5000,97.2000,988.3000,-2182.6000,-2182.6000,9.4000,A
35684,2021-09-30,2021,INDL,C,D,STD,USD,388.1000,0.0000,696.5000,1.6000,-3062.8000,203.6000,227.0000,0.7000,0.7000,0.7000,0.7000,-120.9000,-1.6000,251.3000,13.3000,762.0000,27.6000,226.1000,1247.1000,-3062.8000,-3062.8000,11.2000,A
35684,2022-09-30,2022,INDL,C,D,STD,USD,421.3000,,707.2000,1.8000,-376.2000,237.4000,258.6000,0.8800,0.8800,0.8800,0.8800,-135.0000,-1.8000,143.5000,1.6000,1083.4000,82.3000,21.0000,1371.5000,-376.2000,-376.2000,11.4000,A
35684,2023-09-30,2023,INDL,C,D,STD,USD,424.2000,0.0000,691.6000,1.8000,-323.5000,300.1000,321.3000,1.2300,1.2300,1.2400,1.2400,-201.7000,-1.8000,150.2000,1.6000,1015.1000,165.5000,215.6000,1666.8000,-323.5000,-323.5000,12.0000,A
35708,2020-12-31,2020,INDL,C,D,STD,USD,190.2220,0.0000,253.9270,1.0370,166.9470,17.6660,19.5720,0.4700,0.4700,0.5400,0.5400,-6.2490,-40.0310,77.7860,0.8760,86.9800,46.4590,36.2030,344.8580,166.9470,166.9470,,A
35708,2021-12-31,2021,INDL,C,D,STD,USD,258.5390,0.0000,358.0650,2.1290,251.8220,32.3400,33.6410,0.6600,0.6600,0.7400,0.7400,-13.6950,8.7660,98.8240,0.0000,106.2430,65.7690,26.0370,500.6210,251.8220,251.8220,,A
35708,2022-12-31,2022,INDL,C,D,STD,USD,433.8560,0.0000,542.9860,3.2410,376.9680,23.3410,24.9420,0.3000,0.3000,0.3300,0.3300,-7.8640,-43.8660,159.5360,0.0000,166.0180,30.3580,80.3950,786.9130,376.9680,376.9680,,A
